Date,Open,6-month-ma
2015-08-07,2.83162,
2015-08-08,2.79376,2.83162
2015-08-09,0.706136,2.81269
2015-08-10,0.713989,2.1105053333333332
2015-08-11,0.708087,1.7613762499999999
2015-08-12,1.05875,1.5507183999999998
2015-08-13,1.22224,1.4687236666666665
2015-08-14,1.81092,1.2004936666666666
2015-08-15,1.80289,1.036687
2015-08-16,1.68435,1.2194793333333334
2015-08-17,1.58119,1.3812061666666668
2015-08-18,1.2153,1.5267233333333332
2015-08-19,1.16693,1.552815
2015-08-20,1.25118,1.5435966666666667
2015-08-21,1.47752,1.4503066666666669
2015-08-22,1.39629,1.3960783333333333
2015-08-23,1.375,1.3480683333333332
2015-08-24,1.34559,1.3137033333333334
2015-08-25,1.22861,1.3354183333333334
2015-08-26,1.13279,1.3456983333333332
2015-08-27,1.16981,1.3259666666666667
2015-08-28,1.14766,1.2746816666666667
2015-08-29,1.19353,1.2332433333333332
2015-08-30,1.18299,1.2029983333333334
2015-08-31,1.32138,1.1758983333333333
2015-09-01,1.35348,1.19136
2015-09-02,1.35157,1.2281416666666667
2015-09-03,1.29519,1.258435
2015-09-04,1.26493,1.2830233333333334
2015-09-05,1.28056,1.2949233333333332
2015-09-06,1.33801,1.311185
2015-09-07,1.2959,1.3139566666666667
2015-09-08,1.24665,1.3043600000000002
2015-09-09,1.23935,1.2868733333333333
2015-09-10,1.20761,1.2775666666666667
2015-09-11,1.16497,1.2680133333333334
2015-09-12,0.987228,1.2487483333333333
2015-09-13,1.04178,1.1902846666666667
2015-09-14,0.940566,1.1479313333333334
2015-09-15,0.875189,1.0969173333333333
2015-09-16,0.941977,1.0362238333333333
2015-09-17,0.906865,0.9919516666666667
2015-09-18,0.874574,0.9489341666666666
2015-09-19,0.849603,0.9301585
2015-09-20,0.881191,0.898129
2015-09-21,0.941496,0.8882331666666667
2015-09-22,0.919337,0.8992843333333332
2015-09-23,0.90356,0.895511
2015-09-24,0.896796,0.8949601666666668
2015-09-25,0.820031,0.8986638333333333
2015-09-26,0.73763,0.8937351666666666
2015-09-27,0.791277,0.8698083333333333
2015-09-28,0.723715,0.8447718333333333
2015-09-29,0.579414,0.8121681666666666
2015-09-30,0.661192,0.7581438333333334
2015-10-01,0.734307,0.7188764999999999
2015-10-02,0.683732,0.7045891666666667
2015-10-03,0.678783,0.6956061666666667
2015-10-04,0.686343,0.6768571666666666
2015-10-05,0.666784,0.6706285
2015-10-06,0.622218,0.6851901666666667
2015-10-07,0.650515,0.6786945000000001
2015-10-08,0.609501,0.6647291666666667
2015-10-09,0.655084,0.6523573333333333
2015-10-10,0.641187,0.6484075
2015-10-11,0.627461,0.6408815
2015-10-12,0.634515,0.6343276666666666
2015-10-13,0.627943,0.6363771666666667
2015-10-14,0.61224,0.6326151666666667
2015-10-15,0.523278,0.6330716666666666
2015-10-16,0.562593,0.611104
2015-10-17,0.534117,0.598005
2015-10-18,0.547913,0.5824476666666667
2015-10-19,0.517621,0.568014
2015-10-20,0.489629,0.549627
2015-10-21,0.431589,0.5291918333333333
2015-10-22,0.444988,0.5139103333333334
2015-10-23,0.56637,0.4943095
2015-10-24,0.539681,0.499685
2015-10-25,0.563207,0.498313
2015-10-26,0.619743,0.5059106666666667
2015-10-27,0.70889,0.5275963333333333
2015-10-28,0.870938,0.5738131666666667
2015-10-29,1.00525,0.6448048333333333
2015-10-30,1.2092,0.7179515
2015-10-31,1.04658,0.829538
2015-11-01,0.920847,0.9101001666666667
2015-11-02,1.05797,0.9602841666666667
2015-11-03,0.994568,1.0184641666666667
2015-11-04,1.01065,1.0390691666666667
2015-11-05,0.900699,1.0399691666666666
2015-11-06,0.904772,0.9885523333333334
2015-11-07,0.923732,0.9649176666666666
2015-11-08,0.915661,0.9653985
2015-11-09,1.03253,0.9416803333333333
2015-11-10,1.00126,0.9480073333333333
2015-11-11,0.941296,0.9464423333333333
2015-11-12,0.796455,0.9532085
2015-11-13,0.907722,0.9351556666666667
2015-11-14,0.905469,0.9324873333333333
2015-11-15,0.891217,0.9307886666666666
2015-11-16,0.906166,0.9072364999999999
2015-11-17,0.924948,0.8913875
2015-11-18,0.993214,0.8886628333333334
2015-11-19,0.988713,0.921456
2015-11-20,0.955735,0.9349545
2015-11-21,0.928758,0.9433321666666666
2015-11-22,0.979765,0.949589
2015-11-23,0.967493,0.9618555000000001
2015-11-24,0.946442,0.9689463333333332
2015-11-25,0.893827,0.961151
2015-11-26,0.863273,0.9453366666666666
2015-11-27,0.8821,0.9299263333333334
2015-11-28,0.868102,0.9221499999999999
2015-11-29,0.914144,0.9035394999999999
2015-11-30,0.879951,0.8946480000000001
2015-12-01,0.878316,0.8835661666666667
2015-12-02,0.873171,0.8809810000000001
2015-12-03,0.818546,0.8826306666666666
2015-12-04,0.812082,0.8720383333333334
2015-12-05,0.841195,0.8627016666666667
2015-12-06,0.866417,0.8505435
2015-12-07,0.836322,0.8482878333333334
2015-12-08,0.806024,0.8412888333333334
2015-12-09,0.824454,0.8300976666666666
2015-12-10,0.79559,0.8310823333333334
2015-12-11,0.839995,0.8283336666666666
2015-12-12,0.931196,0.8281336666666667
2015-12-13,0.971538,0.8389301666666666
2015-12-14,0.95662,0.8614661666666666
2015-12-15,0.990589,0.8865655
2015-12-16,1.01711,0.9142546666666668
2015-12-17,0.993043,0.9511746666666667
2015-12-18,0.938327,0.9766826666666666
2015-12-19,0.921524,0.9778711666666666
2015-12-20,0.90824,0.9695355000000001
2015-12-21,0.906065,0.9614721666666667
2015-12-22,0.894973,0.9473848333333335
2015-12-23,0.861782,0.9270286666666666
2015-12-24,0.859433,0.9051518333333334
2015-12-25,0.861993,0.8920028333333333
2015-12-26,0.870766,0.882081
2015-12-27,0.853166,0.8758353333333334
2015-12-28,0.856356,0.8670188333333334
2015-12-29,0.843835,0.8605826666666667
2015-12-30,0.874258,0.8575915000000002
2015-12-31,0.912098,0.8600623333333334
2016-01-01,0.933712,0.8684131666666667
2016-01-02,0.947401,0.8789041666666666
2016-01-03,0.93843,0.89461
2016-01-04,0.972045,0.908289
2016-01-05,0.953147,0.9296573333333332
2016-01-06,0.950028,0.9428055000000001
2016-01-07,0.955801,0.9491271666666666
2016-01-08,0.942752,0.9528086666666667
2016-01-09,0.985501,0.9520338333333332
2016-01-10,0.985557,0.9598789999999999
2016-01-11,0.999216,0.962131
2016-01-12,1.0661,0.9698091666666665
2016-01-13,1.13547,0.9891545
2016-01-14,1.1221,1.0190993333333334
2016-01-15,1.18444,1.0489906666666668
2016-01-16,1.22046,1.0821471666666667
2016-01-17,1.22147,1.1212976666666667
2016-01-18,1.33231,1.15834
2016-01-19,1.42261,1.2027083333333335
2016-01-20,1.36318,1.2505650000000001
2016-01-21,1.5327,1.290745
2016-01-22,1.54703,1.3487883333333333
2016-01-23,1.50412,1.4032166666666666
2016-01-24,1.90054,1.450325
2016-01-25,2.14764,1.54503
2016-01-26,2.53274,1.6658683333333333
2016-01-27,2.24744,1.8607950000000002
2016-01-28,2.40645,1.9799183333333332
2016-01-29,2.54298,2.123155
2016-01-30,2.50772,2.296298333333333
2016-01-31,2.44315,2.397495
2016-02-01,2.31969,2.4467466666666664
2016-02-02,2.21519,2.4112383333333334
2016-02-03,2.43193,2.4058633333333335
2016-02-04,2.52903,2.41011
2016-02-05,2.57035,2.407785
2016-02-06,2.53382,2.418223333333333
2016-02-07,2.53641,2.433335
2016-02-08,2.973,2.469455
2016-02-09,3.17499,2.5957566666666665
2016-02-10,4.00055,2.7196
2016-02-11,4.49682,2.9648533333333327
2016-02-12,5.94615,3.2859316666666665
2016-02-13,5.68505,3.8546533333333333
2016-02-14,5.40433,4.379426666666666
2016-02-15,5.33053,4.784648333333333
2016-02-16,5.32832,5.143905
2016-02-17,4.28917,5.365200000000001
2016-02-18,3.7747,5.330591666666667
2016-02-19,4.38479,4.968683333333334
2016-02-20,4.6822,4.751973333333333
2016-02-21,4.36055,4.631618333333333
2016-02-22,4.66495,4.469955
2016-02-23,5.68493,4.359393333333334
2016-02-24,5.60405,4.59202
2016-02-25,6.18671,4.896911666666667
2016-02-26,6.03783,5.197231666666666
2016-02-27,5.96308,5.42317
2016-02-28,6.40551,5.6902583333333325
2016-02-29,6.45565,5.9803516666666665
2016-03-01,6.31931,6.108805
2016-03-02,7.63303,6.228014999999999
2016-03-03,8.44229,6.469068333333333
2016-03-04,9.24056,6.869811666666667
2016-03-05,10.3703,7.416058333333335
2016-03-06,11.204,8.076856666666666
2016-03-07,11.4288,8.868248333333334
2016-03-08,9.58214,9.71983
2016-03-09,9.79242,10.044681666666667
2016-03-10,11.8815,10.269703333333334
2016-03-11,11.2216,10.70986
2016-03-12,11.1307,10.851743333333333
2016-03-13,13.5102,10.839526666666666
2016-03-14,14.5122,11.186426666666668
2016-03-15,13.0017,12.008103333333333
2016-03-16,13.0216,12.542983333333334
2016-03-17,12.5587,12.732999999999999
2016-03-18,11.1091,12.95585
2016-03-19,11.2037,12.95225
2016-03-20,10.5163,12.567833333333333
2016-03-21,10.3037,11.901850000000001
2016-03-22,11.8792,11.452183333333332
2016-03-23,11.3279,11.261783333333334
2016-03-24,12.4422,11.05665
2016-03-25,11.2603,11.278833333333333
2016-03-26,10.7679,11.288266666666667
2016-03-27,10.9861,11.3302
2016-03-28,10.4314,11.443933333333334
2016-03-29,11.7527,11.202633333333333
2016-03-30,11.6053,11.273433333333335
2016-03-31,11.9198,11.13395
2016-04-01,11.4006,11.243866666666667
2016-04-02,11.6306,11.349316666666667
2016-04-03,11.6283,11.456733333333332
2016-04-04,11.6158,11.656216666666667
2016-04-05,11.2125,11.6334
2016-04-06,10.4498,11.567933333333334
2016-04-07,10.6952,11.322933333333333
2016-04-08,10.0774,11.205366666666668
2016-04-09,9.69423,10.9465
2016-04-10,9.14985,10.624155
2016-04-11,8.94278,10.213163333333334
2016-04-12,8.63947,9.834876666666666
2016-04-13,7.44136,9.533155
2016-04-14,8.07517,8.990848333333334
2016-04-15,8.38606,8.657143333333332
2016-04-16,8.23588,8.439115
2016-04-17,8.62319,8.286786666666666
2016-04-18,9.33273,8.233521666666666
2016-04-19,9.07533,8.349065
2016-04-20,8.68819,8.621393333333332
2016-04-21,8.45346,8.723563333333333
2016-04-22,8.14992,8.734796666666666
2016-04-23,7.79183,8.720469999999999
2016-04-24,8.29343,8.58191
2016-04-25,8.00777,8.408693333333334
2016-04-26,7.52655,8.230766666666666
2016-04-27,7.38839,8.03716
2016-04-28,7.74069,7.859648333333333
2016-04-29,7.20703,7.7914433333333335
2016-04-30,7.45391,7.693976666666667
2016-05-01,8.77508,7.554056666666667
2016-05-02,8.89424,7.681941666666667
2016-05-03,10.1651,7.90989
2016-05-04,9.38287,8.372675
2016-05-05,9.39673,8.646371666666667
