Time,ETH / USD Denominated Closing Price
2016/4/13,8.045424461
2016/4/14,8.455838275
2016/4/15,8.210572013
2016/4/16,8.574011391
2016/4/17,9.338502452
2016/4/18,8.987088524
2016/4/19,8.747548649
2016/4/20,8.505087213
2016/4/21,8.151817165
2016/4/22,7.906739117
2016/4/23,8.412477365
2016/4/24,8.007851146
2016/4/25,7.519648953
2016/4/26,7.432436472
2016/4/27,7.792925085
2016/4/28,7.254016844
2016/4/29,7.449840876
2016/4/30,8.817115894
2016/5/1,8.779748833
2016/5/2,10.07125278
2016/5/3,9.362546265
2016/5/4,9.377364057
2016/5/5,9.76751993
2016/5/6,9.376137618
2016/5/7,9.389553629
2016/5/8,9.5025564
2016/5/9,9.355568318
2016/5/10,9.392068591
2016/5/11,9.931943048
2016/5/12,10.08661006
2016/5/13,10.60198706
2016/5/14,10.23169773
2016/5/15,9.980708153
2016/5/16,11.11417694
2016/5/17,12.18612969
2016/5/18,13.36694918
2016/5/19,14.49554691
2016/5/20,13.65531947
2016/5/21,14.00697616
2016/5/22,14.22510076
2016/5/23,13.33805352
2016/5/24,12.75345791
2016/5/25,12.52300162
2016/5/26,12.52695202
2016/5/27,11.20723462
2016/5/28,11.87413581
2016/5/29,12.38200896
2016/5/30,12.68085955
2016/5/31,14.04674174
2016/6/1,13.91321921
2016/6/2,13.82794252
2016/6/3,13.89057349
2016/6/4,13.72400736
2016/6/5,13.93269087
2016/6/6,13.99154092
2016/6/7,14.53642036
2016/6/8,14.50367024
2016/6/9,14.47920547
2016/6/10,13.94947896
2016/6/11,14.22958048
2016/6/12,15.77416002
2016/6/13,17.67302421
2016/6/14,18.73749358
2016/6/15,18.40932921
2016/6/16,20.72886637
2016/6/17,15.45451763
2016/6/18,11.25958619
2016/6/19,12.31845337
2016/6/20,11.69314814
2016/6/21,13.05073803
2016/6/22,13.22615496
2016/6/23,13.79821217
2016/6/24,14.38460631
2016/6/25,14.3489549
2016/6/26,13.85083646
2016/6/27,14.06920941
2016/6/28,12.18804331
2016/6/29,12.71232855
2016/6/30,12.45677609
2016/7/1,12.27652637
2016/7/2,12.11150575
2016/7/3,11.8082437
2016/7/4,11.41856442
2016/7/5,10.51968501
2016/7/6,10.55904823
2016/7/7,10.1132562
2016/7/8,11.34970977
2016/7/9,10.95297404
2016/7/10,10.96154541
2016/7/11,10.56650381
2016/7/12,10.55334833
2016/7/13,10.44727256
2016/7/14,11.53636973
2016/7/15,11.99350557
2016/7/16,11.71866588
2016/7/17,11.2566893
2016/7/18,11.08267701
2016/7/19,11.67562511
2016/7/20,12.50351007
2016/7/21,12.74559164
2016/7/22,14.82488289
2016/7/23,14.4444566
2016/7/24,12.72063053
2016/7/25,13.84029495
2016/7/26,11.96328494
2016/7/27,13.06156389
2016/7/28,12.88820316
2016/7/29,12.87801282
2016/7/30,12.51876066
2016/7/31,11.94611594
2016/8/1,11.00702945
2016/8/2,8.356106622
2016/8/3,10.54202449
2016/8/4,11.26047174
2016/8/5,11.16655372
2016/8/6,10.99011149
2016/8/7,11.02330068
2016/8/8,11.30988489
2016/8/9,12.30707385
2016/8/10,12.09459738
2016/8/11,11.70536061
2016/8/12,11.79803669
2016/8/13,11.57711733
2016/8/14,11.26058884
2016/8/15,11.15949328
2016/8/16,11.1599375
2016/8/17,10.80133834
2016/8/18,10.75699655
2016/8/19,10.74631385
2016/8/20,11.29545668
2016/8/21,11.1615503
2016/8/22,11.08714305
2016/8/23,10.9988015
2016/8/24,11.01608796
2016/8/25,11.33890937
2016/8/26,11.27947023
2016/8/27,11.18379176
2016/8/28,11.00711414
2016/8/29,10.9581455
2016/8/30,11.25098615
2016/8/31,11.60652581
2016/9/1,12.11575115
2016/9/2,12.14188575
2016/9/3,11.89446262
2016/9/4,11.75170669
2016/9/5,11.77405707
2016/9/6,11.72588689
2016/9/7,11.58640094
2016/9/8,11.41000412
2016/9/9,11.66033261
2016/9/10,12.15128415
2016/9/11,11.66256646
2016/9/12,11.90292442
2016/9/13,11.93589375
2016/9/14,11.92193268
2016/9/15,11.97704125
2016/9/16,12.60655409
2016/9/17,12.80976952
2016/9/18,12.44342863
2016/9/19,13.0277881
2016/9/20,14.71652465
2016/9/21,13.77039792
2016/9/22,13.19667709
2016/9/23,13.36952722
2016/9/24,12.96137446
2016/9/25,13.08554991
2016/9/26,12.86214592
2016/9/27,13.09809112
2016/9/28,13.31834111
2016/9/29,13.13349603
2016/9/30,13.25969776
2016/10/1,13.23741489
2016/10/2,13.28397136
2016/10/3,13.50053057
2016/10/4,13.32603608
2016/10/5,13.08346682
2016/10/6,12.87298188
2016/10/7,12.69044818
2016/10/8,12.24350364
2016/10/9,12.08578726
2016/10/10,11.77324821
2016/10/11,11.76477825
2016/10/12,11.82660739
2016/10/13,11.95856936
2016/10/14,11.90498188
2016/10/15,11.95711926
2016/10/16,11.96180171
2016/10/17,11.9689211
2016/10/18,12.55007316
2016/10/19,11.99250575
2016/10/20,12.06247161
2016/10/21,12.08190853
2016/10/22,12.04385859
2016/10/23,11.95701446
2016/10/24,11.92644316
2016/10/25,11.3266441
2016/10/26,11.49404798
2016/10/27,11.47589686
2016/10/28,11.12836086
2016/10/29,10.41333964
2016/10/30,11.23650865
2016/10/31,10.97698263
2016/11/1,10.80720256
2016/11/2,10.83408093
2016/11/3,10.86886095
2016/11/4,11.15419808
2016/11/5,11.14252308
2016/11/6,10.99391362
2016/11/7,10.91568669
2016/11/8,10.85880944
2016/11/9,10.65746665
2016/11/10,10.5204115
2016/11/11,10.29005445
2016/11/12,9.888410327
2016/11/13,10.11767674
2016/11/14,10.01722836
2016/11/15,10.24172777
2016/11/16,10.02258258
2016/11/17,9.93872796
2016/11/18,9.518194934
2016/11/19,9.700485868
2016/11/20,9.588912226
2016/11/21,9.537563177
2016/11/22,9.853807032
2016/11/23,9.790150089
2016/11/24,9.221381245
2016/11/25,9.413863073
2016/11/26,9.312056271
2016/11/27,8.914638512
2016/11/28,8.681694449
2016/11/29,8.168336608
2016/11/30,8.607217329
2016/12/1,8.45638716
2016/12/2,7.671242887
2016/12/3,7.893981786
2016/12/4,7.474491722
2016/12/5,6.733519102
2016/12/6,7.777003429
2016/12/7,8.355389338
2016/12/8,8.264269465
2016/12/9,8.492425928
2016/12/10,8.121862807
2016/12/11,8.229698745
2016/12/12,8.52116494
2016/12/13,8.410061046
2016/12/14,8.239893686
2016/12/15,7.812548007
2016/12/16,7.857508199
2016/12/17,7.796804098
2016/12/18,7.907392297
2016/12/19,7.609914836
2016/12/20,7.625589966
2016/12/21,7.889925672
2016/12/22,7.583892075
2016/12/23,7.166979621
2016/12/24,7.242660802
2016/12/25,7.201348194
2016/12/26,7.240331975
2016/12/27,7.153741686
2016/12/28,7.62361589
2016/12/29,8.302594087
2016/12/30,8.218935827
